pitcher,pitch_type_label,count,avg_release_speed_mph,avg_ivb_in,avg_hb_in,avg_hb_in_mirrored,total_pitches,usage_pct,throws
PHD-0353,Curveball,24,86.635,2.626,13.686,13.686,198,0.121,L
PHD-0353,Changeup,14,87.866,10.495,10.657,10.657,198,0.071,L
PHD-0552,Fastball,12,91.06,15.16,3.97,3.97,23,0.522,L
PHD-0552,Slider,9,72.144,-16.865,-6.636,-6.636,23,0.391,L
PHD-0929,Slider,202,71.772,8.192,11.31,-11.31,508,0.398,R
PHD-0929,Sinker,156,78.742,-10.045,-9.432,9.432,508,0.307,R
PHD-0929,Fastball,64,85.702,12.992,-13.677,13.677,508,0.126,R
PHD-0929,Curveball,33,79.365,-12.244,-8.416,8.416,508,0.065,R
PHD-0929,Cutter,28,76.988,-3.097,4.442,-4.442,508,0.055,R
PHD-1174,Fastball,161,91.908,16.372,4.392,4.392,286,0.563,L
PHD-1174,Curveball,46,76.497,-9.5,-7.85,-7.85,286,0.161,L
PHD-1174,Changeup,37,84.328,10.545,13.536,13.536,286,0.129,L
PHD-1174,Slider,25,79.597,-3.55,-4.415,-4.415,286,0.087,L
PHD-1278,Fastball,31,88.771,14.611,-12.89,12.89,93,0.333,R
PHD-1278,Changeup,23,83.13,11.472,-17.366,17.366,93,0.247,R
PHD-1278,Slider,19,82.723,7.18,0.34,-0.34,93,0.204,R
PHD-1278,Cutter,11,87.377,14.308,-8.399,8.399,93,0.118,R
PHD-1278,Curveball,8,83.931,4.56,-6.28,6.28,93,0.086,R
PHD-1350,Fastball,152,93.443,16.652,-9.545,9.545,349,0.436,R
PHD-1350,Slider,117,83.588,4.788,1.883,-1.883,349,0.335,R
PHD-1350,Changeup,32,86.902,6.953,-13.522,13.522,349,0.092,R
PHD-1350,Curveball,18,84.336,1.033,-3.777,3.777,349,0.052,R
PHD-1387,Fastball,266,95.39,14.775,-10.928,10.928,611,0.435,R
PHD-1387,Sinker,96,94.357,6.708,-13.877,13.877,611,0.157,R
PHD-1387,Slider,86,86.428,6.748,2.771,-2.771,611,0.141,R
PHD-1387,Curveball,76,82.115,-2.203,10.784,-10.784,611,0.124,R
PHD-1387,Changeup,49,86.51,10.77,-14.464,14.464,611,0.08,R
PHD-1387,Cutter,38,91.999,10.046,-2.066,2.066,611,0.062,R
PHD-1580,Fastball,6,92.658,12.874,-15.076,15.076,21,0.286,R
PHD-1837,Fastball,18,93.327,8.016,13.379,13.379,48,0.375,L
PHD-1837,Sinker,10,93.549,1.188,15.225,15.225,48,0.208,L
PHD-1837,Curveball,6,88.049,-4.525,2.968,2.968,48,0.125,L
PHD-1837,Cutter,6,92.168,6.738,7.12,7.12,48,0.125,L
PHD-1837,Changeup,5,89.671,5.167,15.439,15.439,48,0.104,L
PHD-1993,Fastball,107,94.376,15.983,-10.947,10.947,243,0.44,R
PHD-1993,Slider,41,83.695,3.392,1.672,-1.672,243,0.169,R
PHD-1993,Changeup,32,87.279,7.373,-11.143,11.143,243,0.132,R
PHD-1993,Cutter,27,90.035,10.076,-1.022,1.022,243,0.111,R
PHD-1993,Curveball,26,79.14,-6.881,4.375,-4.375,243,0.107,R
PHD-2323,Fastball,56,92.433,16.046,-8.346,8.346,172,0.326,R
PHD-2323,Cutter,43,90.423,11.897,-1.199,1.199,172,0.25,R
PHD-2323,Curveball,26,87.068,0.197,-5.989,5.989,172,0.151,R
PHD-2323,Slider,25,88.195,10.791,1.96,-1.96,172,0.145,R
PHD-2323,Changeup,15,88.607,8.047,-11.128,11.128,172,0.087,R
PHD-2566,Fastball,47,94.009,16.612,-14.188,14.188,86,0.547,R
PHD-2566,Changeup,21,82.99,10.091,-16.074,16.074,86,0.244,R
PHD-2566,Curveball,12,78.403,0.657,-0.606,0.606,86,0.14,R
PHD-3253,Fastball,180,92.552,16.157,-12.206,12.206,371,0.485,R
PHD-3253,Slider,82,81.705,2.218,8.344,-8.344,371,0.221,R
PHD-3253,Curveball,33,77.17,-9.67,11.062,-11.062,371,0.089,R
PHD-3253,Changeup,29,83.853,6.248,-8.913,8.913,371,0.078,R
PHD-3253,Sinker,25,92.568,5.885,-13.849,13.849,371,0.067,R
PHD-3253,Cutter,22,87.931,8.63,-2.201,2.201,371,0.059,R
PHD-3991,Fastball,39,92.695,17.319,9.506,9.506,69,0.565,L
PHD-3991,Slider,28,80.667,-3.432,-8.181,-8.181,69,0.406,L
PHD-4100,Fastball,37,91.416,17.688,-14.155,14.155,102,0.363,R
PHD-4100,Changeup,22,83.388,8.658,-18.672,18.672,102,0.216,R
PHD-4100,Cutter,15,88.79,14.886,-8.569,8.569,102,0.147,R
PHD-4100,Sinker,12,90.944,9.69,-18.887,18.887,102,0.118,R
PHD-4100,Curveball,11,82.686,5.571,-10.295,10.295,102,0.108,R
PHD-4341,Fastball,181,93.785,15.392,-13.135,13.135,464,0.39,R
PHD-4341,Slider,128,84.332,7.105,1.314,-1.314,464,0.276,R
PHD-4341,Changeup,49,85.82,12.243,-14.859,14.859,464,0.106,R
PHD-4341,Sinker,43,94.19,7.357,-16.089,16.089,464,0.093,R
PHD-4341,Curveball,39,79.948,-1.586,2.729,-2.729,464,0.084,R
PHD-4341,Cutter,24,90.871,11.446,-3.035,3.035,464,0.052,R
PHD-4376,Fastball,58,94.579,17.392,-14.376,14.376,121,0.479,R
PHD-4376,Changeup,25,85.402,12.435,-20.862,20.862,121,0.207,R
PHD-4376,Slider,24,81.429,1.362,0.93,-0.93,121,0.198,R
PHD-4376,Curveball,11,81.396,-4.299,4.795,-4.795,121,0.091,R
PHD-4624,Fastball,45,88.171,8.541,16.422,16.422,96,0.469,L
PHD-4624,Sinker,17,88.528,-0.12,16.511,16.511,96,0.177,L
PHD-4624,Slider,15,79.208,2.649,-4.715,-4.715,96,0.156,L
PHD-4624,Curveball,12,81.477,-4.165,1.319,1.319,96,0.125,L
PHD-5224,Fastball,45,92.401,10.509,-11.971,11.971,93,0.484,R
PHD-5224,Slider,23,78.13,0.445,13.869,-13.869,93,0.247,R
PHD-5224,Sinker,10,92.505,3.537,-12.891,12.891,93,0.108,R
PHD-5224,Curveball,8,77.78,-7.004,14.169,-14.169,93,0.086,R
PHD-5224,Changeup,5,81.598,7.463,-7.169,7.169,93,0.054,R
PHD-5317,Fastball,114,93.076,19.095,6.535,6.535,186,0.613,L
PHD-5317,Curveball,33,77.571,-11.198,-8.31,-8.31,186,0.177,L
PHD-5317,Changeup,19,86.847,13.012,11.602,11.602,186,0.102,L
PHD-5317,Cutter,10,89.636,16.46,1.882,1.882,186,0.054,L
PHD-5697,Fastball,177,93.018,15.028,-13.579,13.579,382,0.463,R
PHD-5697,Slider,62,85.382,7.784,0.341,-0.341,382,0.162,R
PHD-5697,Curveball,41,83.777,-0.911,2.507,-2.507,382,0.107,R
PHD-5697,Sinker,38,93.004,7.633,-16.155,16.155,382,0.099,R
PHD-5697,Changeup,34,87.074,6.554,-14.93,14.93,382,0.089,R
PHD-5697,Cutter,30,91.08,11.261,-4.114,4.114,382,0.079,R
PHD-5746,Fastball,15,87.114,7.472,-12.635,12.635,30,0.5,R
PHD-5746,Slider,12,79.195,-0.5,8.07,-8.07,30,0.4,R
PHD-5815,Fastball,178,90.377,15.97,-14.826,14.826,419,0.425,R
PHD-5815,Changeup,82,80.878,10.111,-14.894,14.894,419,0.196,R
PHD-5815,Slider,59,80.918,9.633,-1.541,1.541,419,0.141,R
PHD-5815,Curveball,41,80.392,1.862,-2.087,2.087,419,0.098,R
PHD-5815,Cutter,30,87.133,11.611,-6.249,6.249,419,0.072,R
PHD-5815,Sinker,29,89.525,9.046,-15.863,15.863,419,0.069,R
PHD-6098,Fastball,134,92.647,18.31,-7.949,7.949,312,0.429,R
PHD-6098,Changeup,71,85.246,12.667,-11.101,11.101,312,0.228,R
PHD-6098,Curveball,38,81.046,-1.967,1.689,-1.689,312,0.122,R
PHD-6098,Slider,33,81.379,6.014,-0.453,0.453,312,0.106,R
PHD-6098,Cutter,24,90.595,11.476,0.212,-0.212,312,0.077,R
PHD-6193,Fastball,97,90.243,16.503,-12.784,12.784,230,0.422,R
PHD-6193,Changeup,47,79.88,5.704,-14.846,14.846,230,0.204,R
PHD-6193,Cutter,31,87.438,10.758,-1.04,1.04,230,0.135,R
PHD-6193,Slider,22,82.523,8.864,-1.124,1.124,230,0.096,R
PHD-6193,Curveball,20,79.873,0.758,-4.153,4.153,230,0.087,R
PHD-6193,Sinker,13,89.889,8.624,-15.441,15.441,230,0.057,R
PHD-6227,Fastball,162,93.014,12.289,-13.373,13.373,333,0.486,R
PHD-6227,Curveball,61,76.599,-9.984,10.001,-10.001,333,0.183,R
PHD-6227,Changeup,49,85.241,4.019,-12.971,12.971,333,0.147,R
PHD-6227,Cutter,23,88.177,7.03,-5.445,5.445,333,0.069,R
PHD-6227,Sinker,20,92.163,2.471,-15.38,15.38,333,0.06,R
PHD-6227,Slider,18,83.117,4.811,-2.194,2.194,333,0.054,R
PHD-6345,Fastball,99,90.272,19.234,9.387,9.387,162,0.611,L
PHD-6345,Slider,39,75.981,-9.785,-1.184,-1.184,162,0.241,L
PHD-6345,Curveball,14,76.29,-9.648,-1.486,-1.486,162,0.086,L
PHD-6966,Slider,15,79.619,4.677,-2.492,2.492,35,0.429,R
PHD-6966,Fastball,13,89.084,15.688,-10.841,10.841,35,0.371,R
PHD-6966,Changeup,6,80.397,7.925,-19.032,19.032,35,0.171,R
PHD-7005,Fastball,23,93.518,12.666,-12.52,12.52,43,0.535,R
PHD-7005,Slider,10,82.888,-1.459,4.419,-4.419,43,0.233,R
PHD-7088,Fastball,206,93.934,16.857,-5.348,5.348,347,0.594,R
PHD-7088,Slider,51,78.701,-5.849,5.518,-5.518,347,0.147,R
PHD-7088,Curveball,48,77.31,-11.112,8.396,-8.396,347,0.138,R
PHD-7088,Sinker,20,92.716,6.556,-5.097,5.097,347,0.058,R
PHD-7476,Fastball,67,91.978,17.238,4.104,4.104,131,0.511,L
PHD-7476,Slider,40,82.772,-1.603,-4.116,-4.116,131,0.305,L
PHD-7476,Curveball,12,78.938,-5.82,-1.165,-1.165,131,0.092,L
PHD-7642,Slider,75,80.542,-3.395,11.583,-11.583,164,0.457,R
PHD-7642,Fastball,73,92.231,9.456,-10.598,10.598,164,0.445,R
PHD-8126,Fastball,70,96.222,18.676,-5.003,5.003,136,0.515,R
PHD-8126,Slider,59,84.927,-0.715,9.483,-9.483,136,0.434,R
PHD-8570,Fastball,156,92.258,18.273,10.067,10.067,266,0.586,L
PHD-8570,Curveball,39,78.447,-2.586,-8.702,-8.702,266,0.147,L
PHD-8570,Changeup,25,84.256,11.318,12.591,12.591,266,0.094,L
PHD-8570,Slider,18,81.23,5.657,-2.949,-2.949,266,0.068,L
PHD-8570,Cutter,14,89.235,15.332,2.883,2.883,266,0.053,L
PHD-8570,Sinker,14,92.042,10.315,13.054,13.054,266,0.053,L
PHD-8650,Fastball,382,94.018,15.531,-11.182,11.182,819,0.466,R
PHD-8650,Slider,109,83.938,7.1,1.997,-1.997,819,0.133,R
PHD-8650,Changeup,101,85.793,6.772,-15.74,15.74,819,0.123,R
PHD-8650,Sinker,88,92.893,7.651,-15.683,15.683,819,0.107,R
PHD-8650,Curveball,86,80.643,-0.106,6.003,-6.003,819,0.105,R
PHD-8650,Cutter,53,90.498,12.526,-4.335,4.335,819,0.065,R
PHD-8760,Fastball,40,93.871,16.175,4.303,4.303,69,0.58,L
PHD-8760,Slider,19,77.457,-12.278,-9.562,-9.562,69,0.275,L
PHD-8760,Cutter,5,88.528,6.158,-3.038,-3.038,69,0.072,L
PWH-0264,Slider,7,88.494,14.29,3.057,-3.057,21,0.333,R
PWH-0264,Fastball,6,94.27,20.679,-13.596,13.596,21,0.286,R
PWH-0463,Cutter,12,88.123,8.154,14.295,14.295,40,0.3,L
PWH-0463,Fastball,10,90.109,9.861,19.811,19.811,40,0.25,L
PWH-0463,Sinker,9,90.407,4.094,20.352,20.352,40,0.225,L
PWH-0463,Curveball,5,82.986,3.895,15.42,15.42,40,0.125,L
PWH-1018,Fastball,43,95.447,19.254,-6.247,6.247,86,0.5,R
PWH-1018,Slider,19,82.605,2.493,6.464,-6.464,86,0.221,R
PWH-1018,Curveball,9,77.639,-3.275,9.632,-9.632,86,0.105,R
PWH-1018,Changeup,8,84.733,11.478,-10.721,10.721,86,0.093,R
PWH-1018,Sinker,6,94.201,6.381,-6.002,6.002,86,0.07,R
PWH-1559,Fastball,19,91.483,22.367,-13.321,13.321,42,0.452,R
PWH-1559,Cutter,7,89.588,19.766,-3.6,3.6,42,0.167,R
PWH-1559,Slider,6,85.279,11.366,1.592,-1.592,42,0.143,R
PWH-1559,Curveball,5,81.529,0.319,2.222,-2.222,42,0.119,R
PWH-2090,Fastball,12,89.494,15.422,10.218,10.218,22,0.545,L
PWH-2090,Slider,10,77.255,-13.335,-6.88,-6.88,22,0.455,L
PWH-2505,Fastball,34,92.317,19.585,10.217,10.217,64,0.531,L
PWH-2505,Changeup,10,83.679,10.305,17.641,17.641,64,0.156,L
PWH-2505,Curveball,9,77.388,-4.675,-9.622,-9.622,64,0.141,L
PWH-2505,Slider,6,78.007,-1.921,-4.245,-4.245,64,0.094,L
PWH-3499,Fastball,6,94.941,17.657,-8.979,8.979,18,0.333,R
PWH-3499,Slider,6,82.306,-0.985,4.102,-4.102,18,0.333,R
PWH-3499,Cutter,5,87.593,7.338,0.476,-0.476,18,0.278,R
PWH-3926,Fastball,30,92.013,18.178,-8.542,8.542,54,0.556,R
PWH-3926,Slider,12,84.629,5.031,1.603,-1.603,54,0.222,R
PWH-3926,Changeup,7,85.075,12.163,-11.731,11.731,54,0.13,R
PWH-4867,Slider,17,85.405,6.184,-0.668,0.668,35,0.486,R
PWH-4867,Fastball,13,92.152,18.702,-9.409,9.409,35,0.371,R
PWH-4972,Fastball,34,87.921,19.67,12.887,12.887,62,0.548,L
PWH-4972,Curveball,8,73.524,-5.215,-5.869,-5.869,62,0.129,L
PWH-4972,Cutter,8,86.004,16.107,6.997,6.997,62,0.129,L
PWH-4972,Changeup,7,81.186,9.94,15.78,15.78,62,0.113,L
PWH-4972,Sinker,5,87.276,11.177,11.786,11.786,62,0.081,L
PWH-5752,Fastball,14,90.591,12.335,18.026,18.026,36,0.389,L
PWH-5752,Slider,9,80.678,4.785,-3.358,-3.358,36,0.25,L
PWH-5752,Changeup,5,84.451,3.009,18.059,18.059,36,0.139,L
PWH-5752,Curveball,5,84.071,-6.203,9.216,9.216,36,0.139,L
PWH-5940,Fastball,17,95.119,21.34,-3.841,3.841,31,0.548,R
PWH-5940,Changeup,6,81.274,13.408,-14.238,14.238,31,0.194,R
PWH-6361,Fastball,19,95.746,18.157,-8.099,8.099,35,0.543,R
PWH-6361,Slider,9,83.826,7.844,3.417,-3.417,35,0.257,R
QBR-0200,Fastball,16,95.651,16.985,-7.476,7.476,42,0.381,R
QBR-0200,Cutter,12,93.995,10.344,2.714,-2.714,42,0.286,R
QBR-0200,Slider,6,84.743,-1.617,3.054,-3.054,42,0.143,R
QBR-2817,Slider,12,84.348,12.282,0.715,-0.715,42,0.286,R
QBR-2817,Fastball,11,91.62,20.036,-9.12,9.12,42,0.262,R
QBR-2817,Cutter,7,89.888,12.127,0.231,-0.231,42,0.167,R
QBR-2817,Changeup,5,85.665,11.676,-6.462,6.462,42,0.119,R
QBR-4345,Fastball,23,90.076,12.134,-5.614,5.614,76,0.303,R
QBR-4345,Cutter,22,86.896,9.74,3.565,-3.565,76,0.289,R
QBR-4345,Curveball,9,74.408,2.809,-1.667,1.667,76,0.118,R
QBR-4345,Sinker,9,89.262,5.983,-4.043,4.043,76,0.118,R
QBR-4345,Changeup,7,77.707,6.627,-2.243,2.243,76,0.092,R
QBR-4345,Slider,6,77.73,5.569,3.068,-3.068,76,0.079,R
QBR-4532,Cutter,8,73.124,14.586,4.207,4.207,21,0.381,L
QBR-5694,Cutter,8,84.412,6.654,1.057,-1.057,25,0.32,R
QBR-5694,Fastball,8,88.877,13.768,-4.83,4.83,25,0.32,R
QBR-5957,Fastball,23,92.383,10.334,-11.315,11.315,48,0.479,R
QBR-5957,Slider,13,80.905,-1.369,5.162,-5.162,48,0.271,R
QBR-5957,Sinker,5,92.24,2.568,-11.895,11.895,48,0.104,R
QBR-6334,Fastball,12,90.635,12.164,-3.406,3.406,41,0.293,R
QBR-6334,Cutter,8,87.931,8.017,3.557,-3.557,41,0.195,R
QBR-6334,Slider,7,85.109,8.278,4.133,-4.133,41,0.171,R
QBR-6334,Changeup,6,85.177,6.916,-4.653,4.653,41,0.146,R
QBR-6334,Curveball,5,80.738,0.738,2.696,-2.696,41,0.122,R
QBR-7076,Cutter,12,87.716,10.571,-1.823,1.823,40,0.3,R
QBR-7076,Fastball,12,91.114,17.2,-9.902,9.902,40,0.3,R
QBR-7076,Slider,6,82.074,8.385,1.615,-1.615,40,0.15,R
QBR-7076,Curveball,5,85.616,3.294,-4.148,4.148,40,0.125,R
QBR-8317,Fastball,15,93.468,14.612,-8.943,8.943,37,0.405,R
QBR-8317,Slider,9,81.965,8.424,6.711,-6.711,37,0.243,R
QBR-8428,Cutter,5,74.331,17.93,-2.237,2.237,15,0.333,R
QBR-8906,Fastball,38,87.975,16.349,-3.183,3.183,74,0.514,R
QBR-8906,Slider,14,78.874,4.739,4.728,-4.728,74,0.189,R
QBR-8906,Curveball,11,73.195,-4.079,9.039,-9.039,74,0.149,R
QBR-8906,Cutter,9,84.406,8.376,4.334,-4.334,74,0.122,R
QBR-8931,Fastball,13,93.883,12.761,-10.079,10.079,38,0.342,R
QBR-8931,Slider,7,84.667,5.713,1.795,-1.795,38,0.184,R
QBR-8931,Cutter,6,89.795,10.549,-0.819,0.819,38,0.158,R
QBR-8931,Sinker,6,93.311,5.834,-12.602,12.602,38,0.158,R
QBR-8931,Curveball,5,85.148,-2.377,1.543,-1.543,38,0.132,R
QBR-9819,Cutter,9,91.51,10.21,0.273,-0.273,24,0.375,R
QBR-9819,Fastball,5,94.426,12.893,-11.291,11.291,24,0.208,R
QHX-2651,Cutter,29,89.406,7.945,-0.975,0.975,88,0.33,R
QHX-2651,Fastball,25,91.871,14.399,-10.843,10.843,88,0.284,R
QHX-2651,Slider,11,85.879,8.478,0.458,-0.458,88,0.125,R
QHX-2651,Changeup,10,85.933,10.221,-11.76,11.76,88,0.114,R
QHX-2651,Curveball,8,82.815,-0.384,1.813,-1.813,88,0.091,R
QHX-2651,Sinker,5,91.774,4.504,-10.216,10.216,88,0.057,R
QHX-2966,Slider,20,80.513,3.925,5.247,-5.247,49,0.408,R
QHX-2966,Fastball,17,93.345,12.207,-6.731,6.731,49,0.347,R
QHX-2966,Sinker,5,91.115,3.004,-5.192,5.192,49,0.102,R
QHX-3109,Changeup,19,84.269,5.793,-10.539,10.539,59,0.322,R
QHX-3109,Fastball,18,90.627,12.863,-5.939,5.939,59,0.305,R
QHX-3109,Slider,9,81.415,3.633,-1.996,1.996,59,0.153,R
QHX-3109,Cutter,8,89.05,8.364,0.778,-0.778,59,0.136,R
QHX-5086,Cutter,10,91.755,7.395,-2.052,2.052,36,0.278,R
QHX-5086,Fastball,10,94.583,15.858,-9.736,9.736,36,0.278,R
QHX-5086,Changeup,5,86.582,5.747,-8.612,8.612,36,0.139,R
QHX-5086,Slider,5,85.733,9.0,-0.093,0.093,36,0.139,R
QHX-5566,Fastball,10,91.594,7.979,-10.265,10.265,30,0.333,R
QHX-5566,Slider,10,83.06,4.683,-0.407,0.407,30,0.333,R
QHX-5566,Cutter,5,88.591,4.207,-1.122,1.122,30,0.167,R
QHX-7714,Fastball,10,89.89,10.898,-4.558,4.558,31,0.323,R
QHX-7714,Changeup,7,79.086,-1.649,-7.335,7.335,31,0.226,R
QHX-7714,Cutter,7,89.896,6.988,1.699,-1.699,31,0.226,R
QHX-7749,Slider,6,76.335,8.294,-5.773,-5.773,16,0.375,L
QHX-7749,Fastball,5,86.551,13.465,8.478,8.478,16,0.312,L
QHX-8952,Fastball,23,91.452,13.744,-9.534,9.534,50,0.46,R
QHX-8952,Changeup,10,82.81,8.758,-10.958,10.958,50,0.2,R
QHX-8952,Slider,10,81.126,-4.881,1.353,-1.353,50,0.2,R
QHX-8952,Curveball,5,79.084,-15.35,7.436,-7.436,50,0.1,R
QHX-9281,Fastball,16,96.371,18.171,-5.755,5.755,33,0.485,R
QHX-9281,Curveball,7,85.503,1.02,1.663,-1.663,33,0.212,R
QHX-9281,Cutter,5,94.271,16.094,0.364,-0.364,33,0.152,R
QHX-9360,Changeup,14,80.204,15.733,-10.122,10.122,40,0.35,R
QHX-9360,Fastball,9,90.164,17.741,-6.421,6.421,40,0.225,R
QHX-9360,Slider,6,78.262,14.578,2.09,-2.09,40,0.15,R
QHX-9360,Curveball,5,82.25,4.786,2.59,-2.59,40,0.125,R
QHX-9360,Cutter,5,87.637,15.907,1.851,-1.851,40,0.125,R
QHX-9854,Fastball,17,91.067,14.33,-8.526,8.526,42,0.405,R
QHX-9854,Slider,13,81.852,6.689,5.315,-5.315,42,0.31,R
RME-1284,Fastball,12,90.827,11.537,-3.39,3.39,25,0.48,R
RME-1284,Cutter,6,87.786,9.351,3.231,-3.231,25,0.24,R
RME-1284,Curveball,5,81.952,-6.346,6.308,-6.308,25,0.2,R
RME-4158,Fastball,10,91.486,11.58,8.251,8.251,27,0.37,L
RME-4158,Cutter,8,87.483,9.856,-1.141,-1.141,27,0.296,L
RME-4158,Curveball,5,76.91,-10.026,-6.954,-6.954,27,0.185,L
RME-5560,Fastball,29,93.158,8.332,-14.647,14.647,66,0.439,R
RME-5560,Slider,14,82.235,1.2,8.715,-8.715,66,0.212,R
RME-5560,Changeup,10,83.556,3.508,-14.226,14.226,66,0.152,R
RME-5560,Sinker,9,91.818,2.501,-12.807,12.807,66,0.136,R
RME-6512,Fastball,10,84.728,8.076,17.019,17.019,18,0.556,L
RME-6512,Slider,6,78.641,-1.791,-7.677,-7.677,18,0.333,L
RME-7544,Fastball,17,91.446,19.804,-3.763,3.763,33,0.515,R
RME-7544,Slider,12,81.797,9.246,9.652,-9.652,33,0.364,R
RME-8450,Fastball,5,88.595,15.138,5.175,5.175,16,0.312,L
RME-9738,Cutter,23,84.655,9.779,-3.426,-3.426,67,0.343,L
RME-9738,Fastball,22,89.351,17.03,8.423,8.423,67,0.328,L
RME-9738,Curveball,11,73.059,-14.187,-9.315,-9.315,67,0.164,L
RME-9738,Sinker,5,86.424,6.442,3.647,3.647,67,0.075,L
RRM-0922,Fastball,7,95.508,15.722,-11.026,11.026,16,0.438,R
RRM-1155,Slider,9,78.937,4.839,-8.974,-8.974,17,0.529,L
RRM-1155,Fastball,6,92.309,16.677,7.002,7.002,17,0.353,L
RRM-1647,Fastball,9,90.13,19.011,-4.663,4.663,15,0.6,R
RRM-2214,Fastball,8,91.578,16.376,-10.064,10.064,23,0.348,R
RRM-2344,Fastball,37,91.32,14.691,-9.183,9.183,70,0.529,R
RRM-2344,Slider,14,84.491,6.031,-0.826,0.826,70,0.2,R
RRM-2344,Curveball,8,81.138,-0.129,0.586,-0.586,70,0.114,R
RRM-2344,Changeup,5,86.26,5.298,-8.59,8.59,70,0.071,R
RRM-4913,Fastball,31,91.955,15.145,-11.919,11.919,75,0.413,R
RRM-4913,Changeup,18,82.634,8.658,-15.388,15.388,75,0.24,R
RRM-4913,Cutter,9,91.353,11.571,-2.916,2.916,75,0.12,R
RRM-4913,Slider,7,80.134,15.145,-2.776,2.776,75,0.093,R
RRM-4913,Curveball,6,78.419,-8.612,7.061,-7.061,75,0.08,R
RRM-7388,Fastball,30,91.151,14.448,-5.491,5.491,64,0.469,R
RRM-7388,Slider,15,84.375,4.566,1.759,-1.759,64,0.234,R
RRM-7388,Changeup,7,86.425,9.21,-7.36,7.36,64,0.109,R
RRM-7388,Curveball,6,84.7,0.933,-0.566,0.566,64,0.094,R
RRM-8782,Fastball,8,91.004,20.707,0.419,0.419,17,0.471,L
RYU-0908,Fastball,11,96.13,14.314,-9.446,9.446,22,0.5,R
RYU-0908,Slider,5,88.992,6.873,1.481,-1.481,22,0.227,R
RYU-1264,Fastball,12,92.201,15.101,-14.966,14.966,25,0.48,R
RYU-1264,Sinker,5,92.612,8.986,-14.259,14.259,25,0.2,R
RYU-2866,Fastball,54,93.071,18.868,-12.037,12.037,82,0.659,R
RYU-2866,Curveball,15,76.081,-10.681,5.468,-5.468,82,0.183,R
RYU-2866,Changeup,5,84.652,10.79,-15.336,15.336,82,0.061,R
RYU-2866,Sinker,5,91.532,11.317,-12.226,12.226,82,0.061,R
RYU-4419,Fastball,7,88.645,16.205,-1.283,1.283,22,0.318,R
RYU-8494,Fastball,20,91.087,17.824,10.917,10.917,34,0.588,L
RYU-8494,Curveball,5,81.782,-0.06,-4.532,-4.532,34,0.147,L
RYU-9261,Fastball,40,89.643,16.139,11.226,11.226,75,0.533,L
RYU-9261,Curveball,13,76.246,-12.606,-12.137,-12.137,75,0.173,L
RYU-9261,Changeup,11,82.355,9.27,17.746,17.746,75,0.147,L
RYU-9261,Slider,8,79.479,4.27,-4.017,-4.017,75,0.107,L
RYU-9865,Fastball,10,95.026,15.153,-12.056,12.056,29,0.345,R
RYU-9865,Slider,8,83.683,11.242,-7.051,7.051,29,0.276,R
RYU-9865,Changeup,6,84.063,11.994,-14.019,14.019,29,0.207,R
RYU-9976,Fastball,18,89.564,15.806,11.992,11.992,46,0.391,L
RYU-9976,Slider,16,84.052,5.38,0.641,0.641,46,0.348,L
RYU-9976,Cutter,5,87.324,12.757,-1.761,-1.761,46,0.109,L
SPL-1055,Fastball,13,93.063,18.178,-5.667,5.667,29,0.448,R
SPL-1055,Slider,7,81.664,0.942,0.708,-0.708,29,0.241,R
SPL-1055,Changeup,6,80.494,11.265,-12.43,12.43,29,0.207,R
SPL-2603,Fastball,43,96.775,13.682,-3.001,3.001,85,0.506,R
SPL-2603,Slider,14,84.823,2.546,2.446,-2.446,85,0.165,R
SPL-2603,Curveball,12,80.759,-14.735,1.308,-1.308,85,0.141,R
SPL-2603,Changeup,9,85.081,8.044,-3.613,3.613,85,0.106,R
SPL-2603,Cutter,7,96.146,13.544,4.463,-4.463,85,0.082,R
SPL-2700,Fastball,15,92.592,15.796,-6.673,6.673,53,0.283,R
SPL-2700,Slider,11,85.452,5.798,3.459,-3.459,53,0.208,R
SPL-2700,Cutter,10,88.557,8.361,3.045,-3.045,53,0.189,R
SPL-2700,Changeup,8,85.707,4.388,-12.372,12.372,53,0.151,R
SPL-2700,Curveball,6,83.497,-4.955,-2.479,2.479,53,0.113,R
SPL-4688,Fastball,38,89.603,19.09,7.692,7.692,77,0.494,L
SPL-4688,Changeup,16,78.519,17.17,10.822,10.822,77,0.208,L
SPL-4688,Curveball,11,76.779,-2.015,-5.454,-5.454,77,0.143,L
SPL-4688,Sinker,7,88.456,13.222,9.564,9.564,77,0.091,L
SPL-5601,Fastball,36,91.984,17.894,10.579,10.579,70,0.514,L
SPL-5601,Slider,16,81.759,4.517,-0.074,-0.074,70,0.229,L
SPL-5601,Changeup,6,85.284,10.853,16.602,16.602,70,0.086,L
SPL-5601,Curveball,6,81.011,-0.351,-4.073,-4.073,70,0.086,L
SPL-5601,Sinker,5,91.226,9.971,15.307,15.307,70,0.071,L
SPL-5848,Fastball,18,92.088,12.395,-1.633,1.633,38,0.474,R
SPL-5848,Cutter,8,87.741,3.919,4.947,-4.947,38,0.211,R
SQF-1071,Fastball,12,87.864,11.624,20.592,20.592,42,0.286,L
SQF-1071,Slider,11,80.235,2.156,6.27,6.27,42,0.262,L
SQF-1071,Sinker,9,87.086,1.356,20.459,20.459,42,0.214,L
SQF-1071,Cutter,7,85.643,4.551,10.034,10.034,42,0.167,L
